,Unnamed: 0,abstract,date,desk,headline,id,locations,section,snippet,source,subjects,type,url,word_count
23,23,"b'Russia blames Islamic terrorists, including Arabs, for pair of explosions that devastated government center in Grozny, Chechnya, on Dec 27; investigators try to figure out how three suicide bombers drove unmolested through thicket of checkpoints set up to shield complex from just such attacks; 52 bodies have been recovered so far from complex (M)'",2002-12-29,Foreign Desk,b'Russia Links Arab Militants To Bombing In Chechnya',nyt://article/a62bb342-b4e3-5f48-ad32-a98907abc05c,"['Russia', 'Chechnya (Russia)', 'GROZNY (CHECHNYA)']",World,"b'Russia blames Islamic terrorists, including Arabs, for pair of explosions that devastated government center in Grozny, Chechnya, on Dec 27; investigators try to figure out how three suicide bombers drove unmolested through thicket of checkpoints s...'",The New York Times,"['Bombs and Explosives', 'Terrorism']",News,https://www.nytimes.com/2002/12/29/world/russia-links-arab-militants-to-bombing-in-chechnya.html,583.0
62,62,"b""Bush administration backs away fom longstanding declaration that United States would not tolerate North Korean nuclear arsenal; Secretary of State Colin L Powell and other officials say it would be counterproductive to set deadlines for North Korea to meet American demands or make thereats to take military action; Powell claims North Korea's expulsion of nuclear inspectors and its declaration that it would begin manufacturing plutonium from spent nuclear fuel is a 'serious situation,' not a crisis; recalls that Clinton administration threatened to attack if North Korea reactivated its nuclear facilities at Yongbyon; says Bush administration does not have that policy, and will not say what it might do; ambiguous signal to North Korea, made after lengthy consultations with Pres Bush, represents major strategic gamble; Bush and aides have concluded that warning North Korea not to produce more weapons would only create sense of crisis, which administration officials think is exactly what North seeks; administration is opting to pursue economic isolation of country that is already one of world's most isolated; this position is met with considerable skepticism by Democrats and Republicans alike; photo (M)""",2002-12-30,Foreign Desk,b'U.S. EASES THREAT ON NUCLEAR ARMS FOR NORTH KOREA',nyt://article/6fc43696-e6e6-51c7-b227-02de89cd1665,"['North Korea', 'Yongbyon (North Korea)']",World,b'Bush administration backs away fom longstanding declaration that United States would not tolerate North Korean nuclear arsenal; Secretary of State Colin L Powell and other officials say it would be counterproductive to set deadlines for North Kore...',The New York Times,"['ATOMIC WEAPONS', 'United States International Relations', 'Economic Conditions and Trends', 'Terrorism', 'UNITED STATES ARMAMENT AND DEFENSE']",News,https://www.nytimes.com/2002/12/30/world/threats-responses-nuclear-anxiety-us-eases-threat-nuclear-arms-for-north-korea.html,1081.0
19,19,"b""Australian government starts advertising campaign urging people to be alert to terrorist dangers at home; campaign takes pains not to single out Australia's Muslim population, which numbers about 400,000, and to emphasize country's diversity (M)""",2002-12-30,Foreign Desk,"b""'Let's Look Out for Australia,' An Antiterror Campaign Urges""",nyt://article/1dd71526-af94-5b70-875d-237a526a62d9,['Australia'],World,"b""Australian government starts advertising campaign urging people to be alert to terrorist dangers at home; campaign takes pains not to single out Australia's Muslim population, which numbers about 400,000, and to emphasize country's diversity (M)""",The New York Times,"['ADVERTISING', 'Islam', 'Terrorism']",News,https://www.nytimes.com/2002/12/30/world/threats-responses-asia-pacific-let-s-look-for-australia-antiterror-campaign.html,417.0
18,18,"b'French police detain five men including, baggage handler, at Charles de Gaulle Airport, after finding weapons, explosives and detonators in his car; have been on heightened alert for months, fearing possible terrorist attacks by Islamic radicals (M)'",2002-12-30,Foreign Desk,"b'5 Held, Including Paris Airport Worker, After Weapons Seizure'",nyt://article/93566b71-02b3-5c70-b29c-d70ce236ce1c,"['Paris (France)', 'France']",World,"b'French police detain five men including, baggage handler, at Charles de Gaulle Airport, after finding weapons, explosives and detonators in his car; have been on heightened alert for months, fearing possible terrorist attacks by Islamic radicals (...'",The New York Times,"['AIRLINES AND AIRPLANES', 'Bombs and Explosives', 'DE GAULLE, CHARLES, INTERNATIONAL AIRPORT (PARIS)', 'Islam', 'Terrorism']",News,https://www.nytimes.com/2002/12/30/world/5-held-including-paris-airport-worker-after-weapons-seizure.html,401.0
31,31,"b""Government agencies and private businesses find ways to untangle complications they encounter in trying to develop computer search systems to check names of people who may pose terrorist threat; names of any ethnic origin can get lost when they are recorded with one spelling and searched for with another; altering a foreign name just slightly on passport could allow even a most-wanted person to evade authorities at airports and other border crossings; one analyst notes that there are over 200 ways 'Mohammed' is spelled in English, but only one way in Arabic; whatever alphabet used, variations in name structure can also pose problems; photo (M)""",2002-12-30,Business/Financial Desk,"b""Taming the Task of Checking for Terrorists' Names""",nyt://article/059cff1b-ed20-5f5c-b438-19dfff96aa68,[],Business Day,b'Government agencies and private businesses find ways to untangle complications they encounter in trying to develop computer search systems to check names of people who may pose terrorist threat; names of any ethnic origin can get lost when they ar...',The New York Times,"['ARABIC LANGUAGE', 'Spelling', 'Names, Personal', 'Terrorism', 'Computers and the Internet']",News,https://www.nytimes.com/2002/12/30/business/taming-the-task-of-checking-for-terrorists-names.html,1061.0
95,95,"b""Prospect of new war between United States and Iraq gives new significance to Iraq's record in dealing with legacy of its seven-month occupation of Kuwait that was ended by American troops in 1991; Iraqi troops fleeing Kuwait took cars and other expensive items from Kuwait; official registry in Kuwait of booty Iraq seized records that 29,440 privately owned cars were stolen during occupation; Iraq has long shunned issues of missing persons and stolen property; now, eager to improve its image in Arab world and win wider circle of friends in showdown votes at United Nations, Iraq has told Kuwait it wants to address those issues; Kuwaiti officials believe that way Saddam Hussein has ignored Security Council resolutions demanding accounting of Kuwait's losses and professed eagerness to tackle these issues now has wider resonance, going to heart of current crisis with United States; say issue now is truth: whether Hussein's government can show honesty now that many have found lacking in past; photos (L)""",2002-12-30,Foreign Desk,b'A Cadillac and Other Plunder: Iraq-Kuwait Issue Resurfaces',nyt://article/71359c71-eef0-5d18-a1c0-73e9ec9d0802,"['Iraq', 'Kuwait']",World,"b""Prospect of new war between United States and Iraq gives new significance to Iraq's record in dealing with legacy of its seven-month occupation of Kuwait that was ended by American troops in 1991; Iraqi troops fleeing Kuwait took cars and other ex...""",The New York Times,"['ATOMIC WEAPONS', 'Biological and Chemical Warfare', 'United States International Relations', 'LOOT AND LOOTING', 'Persian Gulf War', 'Missing Persons', 'Terrorism', 'UNITED STATES ARMAMENT AND DEFENSE']",News,https://www.nytimes.com/2002/12/30/world/threats-responses-reparations-cadillac-other-plunder-iraq-kuwait-issue.html,1966.0
0,0,"b""Allan Gerson and Ron Motley Op-Ed article contends US foreign policy toward Saudi Arabia distorts view of Saudi financing of terrorist activities; recalls recent Congressional hearings in which officials testified that Saudi Arabia has taken only small steps to stem financing of terrorist organizations and that opaque banking system makes tracing funds difficult; says money continues to flow to Hamas, with Saudis defending actions by saying Hamas supports educational and philanthropic activities; says Treasury Dept should increase worldwide effort to see that financial intermediaries of terrorism are curbed, including freezing assets and cracking down on money laundering; says government should cooperate with 9/11 victims' families suit against Saudi government because discovery process may help expose mechanics of terrorist financing; says Bush administration must insist on full accountability from all allies, especially Saudi Arabia (M)""",2002-12-30,Editorial Desk,b'Is Saudi Arabia Tough Enough on Terrorism?',nyt://article/90d36eef-8de3-5771-b699-c01e934e8a81,"['New York City', 'Washington (DC)', 'Saudi Arabia']",Opinion,b'Allan Gerson and Ron Motley Op-Ed article contends US foreign policy toward Saudi Arabia distorts view of Saudi financing of terrorist activities; recalls recent Congressional hearings in which officials testified that Saudi Arabia has taken only ...',The New York Times,"['World Trade Center (NYC)', 'Money Laundering', 'AIRLINES AND AIRPLANES', 'United States International Relations', 'Assets, Frozen', 'Oil (Petroleum) and Gasoline', 'Finances', 'Suits and Litigation', 'Hijacking', 'Terrorism']",Op-Ed,https://www.nytimes.com/2002/12/30/opinion/is-saudi-arabia-tough-enough-on-terrorism.html,911.0
90,90,"b""Special report, First Aid, examines New York City's federal disaster money after Sept 11, including amounts pledged and amounts actually received so far; Bush administration pledged $21.4 billion to address extraordinary disaster; many victims, elected officials, business executives and others are confused and angry about why, more than year after attack, less than quarter of federal government's promise of financial assistance has been realized, why hundreds of millions of dollars that are in hands of New York officials have gone unclaimed, and why firm decisions have yet to be made on how additional billions of dollars will actually be spent; description of role of Federal Emergency Management Agency, of tax-exempt Liberty Bonds to encourage development, of block grants by several federal agencies, and local officials' hopes for redeveloping Lower Manhattan; photo; chart (L)""",2002-12-30,Metropolitan Desk,"b'After 9/11, Parcels of Money, and Dismay'",nyt://article/e16b5552-ff9e-5ae6-915f-52ac217a6946,"['New York City', 'United States', 'Washington (DC)']",New York,"b""Special report, First Aid, examines New York City's federal disaster money after Sept 11, including amounts pledged and amounts actually received so far; Bush administration pledged $21.4 billion to address extraordinary disaster; many victims, el...""",The New York Times,"['World Trade Center (NYC)', 'AIRLINES AND AIRPLANES', 'Surveys and Series', 'Finances', 'AREA PLANNING AND RENEWAL', 'Hijacking', 'Budgets and Budgeting', 'Economic Conditions and Trends', 'Government Bonds', 'Terrorism']",News,https://www.nytimes.com/2002/12/30/nyregion/after-9-11-parcels-of-money-and-dismay.html,4069.0
1,1,"b'FBI issues alert to law enforcement agencies across nation to help find five Middle Eastern men who are believed to have recently entered country illegally: Abid Noraiz Ali, Iftikhar Kozmai Ali, Mustafa Khan Owasi, Adil Pervez and Akbar Jamal; photo (M)'",2002-12-30,National Desk,b'F.B.I. Issues Alert for Five Illegal Immigrants Uncovered in Investigation of Terrorism',nyt://article/d0c38cca-d8ac-57e4-bac0-d4b4df3bac1d,['Middle East'],U.S.,"b'FBI issues alert to law enforcement agencies across nation to help find five Middle Eastern men who are believed to have recently entered country illegally: Abid Noraiz Ali, Iftikhar Kozmai Ali, Mustafa Khan Owasi, Adil Pervez and Akbar Jamal; pho...'",The New York Times,"['ILLEGAL ALIENS', 'IMMIGRATION AND REFUGEES', 'Terrorism']",News,https://www.nytimes.com/2002/12/30/us/threats-responses-inquiry-fbi-issues-alert-for-five-illegal-immigrants-uncovered.html,271.0
64,64,"b'Security Council acts to revise list of goods that must be approved by UN before Iraq can import them, with Russian and Syria abstaining from vote; list was first drawn up last May under oil-for-food program, in which UN uses revenues from Iraq oil to buy goods for civilian population; US wanted to add items by Dec 31 to bar Iraq from making new purchases of questionable goods when administration expects pace of preparations for potential war to quicken (M)'",2002-12-31,Foreign Desk,b'Split at U.N. Over Products That Iraqis May Import',nyt://article/5bdf1505-daba-5961-87b7-e0e3f6a7e2fb,"['Iraq', 'Russia', 'Syria']",World,"b'Security Council acts to revise list of goods that must be approved by UN before Iraq can import them, with Russian and Syria abstaining from vote; list was first drawn up last May under oil-for-food program, in which UN uses revenues from Iraq oi...'",The New York Times,"['ATOMIC WEAPONS', 'Biological and Chemical Warfare', 'United States International Relations', 'Oil (Petroleum) and Gasoline', 'Terrorism', 'UNITED STATES ARMAMENT AND DEFENSE']",News,https://www.nytimes.com/2002/12/31/world/threats-and-responses-diplomacy-split-at-un-over-products-that-iraqis-may-import.html,496.0
